,staff,master_ai_id,activity_number,permit_no,type_action_code,owner,company_name,received_date,incomplete_date,complete_date,issue_due_date,issue_revised_date,issue_date,deny_date,withdraw_date,close_date,spud_date,status,well_api,well_name,ogrid_name,well_latitude,well_longitude,facility_name,Facility Type,cluster,facility_latitude,facility_longitude,Nox TPY,CO TPY,VOC TPY,PM10 TPY,SO2 TPY,potential_violation,binary_violation
746,Asheley Coriz,38839,PRN20190001,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-01-30 14:52:00,,,3/1/2019 0:00,3/1/2019 0:00,,,2/11/2019 13:53,,2019-05-07 00:00:00,Active,30-045-35892,W LYBROOK UNIT #769H,"ENDURING RESOURCES, LLC",36.214489,-107.75168700000002,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,No,0
747,Asheley Coriz,38839,PRN20190001,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-01-30 14:52:00,,,3/1/2019 0:00,3/1/2019 0:00,,,2/11/2019 13:53,,2019-06-18 00:00:00,Active,30-045-35894,W LYBROOK UNIT #771H,"ENDURING RESOURCES, LLC",36.214537,-107.75172099999999,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,No,0
748,Asheley Coriz,38839,PRN20190001,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-01-30 14:52:00,,,3/1/2019 0:00,3/1/2019 0:00,,,2/11/2019 13:53,,2019-06-17 00:00:00,Active,30-045-35893,W LYBROOK UNIT #770H,"ENDURING RESOURCES, LLC",36.214633,-107.75178700000001,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,No,0
749,Asheley Coriz,38839,PRN20190001,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-01-30 14:52:00,,,3/1/2019 0:00,3/1/2019 0:00,,,2/11/2019 13:53,,2019-05-06 00:00:00,Active,30-045-35891,W LYBROOK UNIT #768H,"ENDURING RESOURCES, LLC",36.214585,-107.751754,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,No,0
750,Todd Sherrill,38839,PRN20190002,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-04-08 14:55:00,,,5/8/2019 0:00,5/8/2019 0:00,2019-05-08 08:14:00,,,,2019-05-07 00:00:00,Active,30-045-35892,W LYBROOK UNIT #769H,"ENDURING RESOURCES, LLC",36.214489,-107.75168700000002,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,Yes,1
751,Todd Sherrill,38839,PRN20190002,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-04-08 14:55:00,,,5/8/2019 0:00,5/8/2019 0:00,2019-05-08 08:14:00,,,,2019-06-18 00:00:00,Active,30-045-35894,W LYBROOK UNIT #771H,"ENDURING RESOURCES, LLC",36.214537,-107.75172099999999,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,No,0
752,Todd Sherrill,38839,PRN20190002,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-04-08 14:55:00,,,5/8/2019 0:00,5/8/2019 0:00,2019-05-08 08:14:00,,,,2019-06-17 00:00:00,Active,30-045-35893,W LYBROOK UNIT #770H,"ENDURING RESOURCES, LLC",36.214633,-107.75178700000001,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,No,0
753,Todd Sherrill,38839,PRN20190002,8190,GCP - Oil and Gas,Enduring Resources IV LLC,Enduring - West Lybrook 768H Production Facility,2019-04-08 14:55:00,,,5/8/2019 0:00,5/8/2019 0:00,2019-05-08 08:14:00,,,,2019-05-06 00:00:00,Active,30-045-35891,W LYBROOK UNIT #768H,"ENDURING RESOURCES, LLC",36.214585,-107.751754,Enduring - West Lybrook 768H Production Facility,O&G-Production Facility,13.0,36.213889,-107.751111,35.93,39.68,46.91,4.81,0.07,Yes,1
754,Danny Valenzuela,39032,PRN20190001,8368,Notice of Intent ,DJR Operating LLC - NM,DJR - Betonnie Tsosie Wash Unit M11-2308,2019-06-10 08:57:00,,,7/10/2019 0:00,7/10/2019 0:00,2019-07-02 14:46:00,,,,2019-04-11 00:00:00,Active,30-045-35515,BETONNIE TSOSIE WASH UNIT #108H,"DJR OPERATING, LLC",36.2352333,-107.65934750000001,DJR - Betonnie Tsosie Wash Unit M11-2308,O&G-Production Facility,284.0,36.23522,-107.659374,8.46,14.48,53.93,,,Yes,1
755,Danny Valenzuela,39032,PRN20190001,8368,Notice of Intent ,DJR Operating LLC - NM,DJR - Betonnie Tsosie Wash Unit M11-2308,2019-06-10 08:57:00,,,7/10/2019 0:00,7/10/2019 0:00,2019-07-02 14:46:00,,,,2019-04-12 00:00:00,Active,30-045-35514,BETONNIE TSOSIE WASH UNIT #728H,"DJR OPERATING, LLC",36.235290500000005,-107.6592712,DJR - Betonnie Tsosie Wash Unit M11-2308,O&G-Production Facility,284.0,36.23522,-107.659374,8.46,14.48,53.93,,,Yes,1
758,Roslyn Higgin,39061,PRN20190001,8392,Notice of Intent ,DJR Operating LLC - NM,DJR-Crow Canyon Unit N19-2408,2019-06-28 15:15:00,,,7/28/2019 0:00,7/28/2019 0:00,2019-07-12 15:14:00,,,,2019-04-17 00:00:00,Active,30-045-35652,CROW CANYON UNIT #123H,"DJR OPERATING, LLC",36.295547,-107.72482,DJR - Crow Canyon Unit N19-2408,O&G-Production Facility,110.0,36.295559,-107.72482,8.49,14.53,73.04,,,Yes,1
759,Roslyn Higgin,39061,PRN20190001,8392,Notice of Intent ,DJR Operating LLC - NM,DJR-Crow Canyon Unit N19-2408,2019-06-28 15:15:00,,,7/28/2019 0:00,7/28/2019 0:00,2019-07-12 15:14:00,,,,2019-09-16 00:00:00,Active,30-045-38178,CROW CANYON UNIT #124H,"DJR OPERATING, LLC",36.295559000000004,-107.72498999999999,DJR - Crow Canyon Unit N19-2408,O&G-Production Facility,82.0,36.295559,-107.72482,8.49,14.53,73.04,,,No,0
762,Angela Raso,39138,PRN20190001,8455,Notice of Intent ,DJR Operating LLC - NM,DJR - Blanco Wash Unit 124A-2409,2019-08-16 16:34:00,,,9/15/2019 0:00,9/15/2019 0:00,2019-09-13 09:16:00,,,,2019-06-07 00:00:00,Active,30-045-35658,BLANCO WASH UNIT #403H,"DJR OPERATING, LLC",36.296811,-107.73216200000002,DJR - Blanco Wash Unit I24A-2409,O&G-Production Facility,16.0,36.296883,-107.73211299999998,5.7,10.6,59.5,,,Yes,1
763,Angela Raso,39138,PRN20190001,8455,Notice of Intent ,DJR Operating LLC - NM,DJR - Blanco Wash Unit 124A-2409,2019-08-16 16:34:00,,,9/15/2019 0:00,9/15/2019 0:00,2019-09-13 09:16:00,,,,2019-06-06 00:00:00,Active,30-045-35656,BLANCO WASH UNIT #402H,"DJR OPERATING, LLC",36.296883,-107.73211299999998,DJR - Blanco Wash Unit I24A-2409,O&G-Production Facility,16.0,36.296883,-107.73211299999998,5.7,10.6,59.5,,,Yes,1
764,Angela Raso,39138,PRN20190001,8455,Notice of Intent ,DJR Operating LLC - NM,DJR - Blanco Wash Unit 124A-2409,2019-08-16 16:34:00,,,9/15/2019 0:00,9/15/2019 0:00,2019-09-13 09:16:00,,,,2012-08-29 00:00:00,Active,30-045-35322,BLANCO WASH UNIT #401H,"DJR OPERATING, LLC",36.2978935,-107.7326126,DJR - Blanco Wash Unit I24A-2409,O&G-Production Facility,16.0,36.296883,-107.73211299999998,5.7,10.6,59.5,,,Yes,1
771,Marvin Mascarenas,39167,PRN20190001,8483,Streamline Level 1-New ,Hilcorp Energy Company,Hilcorp - Allison 110H/152H CDP,2019-09-09 16:53:00,10/9/2019 14:46,11/13/2019 8:48,12/13/2019 0:00,12/13/2019 0:00,2019-12-11 14:30:00,,,,2018-05-09 00:00:00,Active,30-045-35559,ALLISON UNIT #152H,HILCORP ENERGY COMPANY,36.970642100000006,-107.4689102,Hilcorp - Allison 110H/152H CDP,O&G-Compressor Station,228.0,36.970556,-107.469167,24.3,18.9,28.7,,,Yes,1
772,Allie Fullerton,39202,PRN20190001,8519,Notice of Intent ,DJR Operating LLC - NM,DJR - Betonnie Tsosie Wash Unit A03-2208,2019-10-02 15:19:00,,,11/1/2019 0:00,11/1/2019 0:00,2019-10-18 15:24:00,,,,2019-10-16 00:00:00,Active,30-045-35668,BETONNIE TSOSIE WASH UNIT #717H,"DJR OPERATING, LLC",36.172468,-107.66006599999999,DJR - Betonnie Tsosie Wash Unit A03-2208,O&G-Production Facility,283.0,36.172468,-107.660066,8.49,13.78,48.78,0.62,,Yes,1
773,Allie Fullerton,39202,PRN20190001,8519,Notice of Intent ,DJR Operating LLC - NM,DJR - Betonnie Tsosie Wash Unit A03-2208,2019-10-02 15:19:00,,,11/1/2019 0:00,11/1/2019 0:00,2019-10-18 15:24:00,,,,2019-10-17 00:00:00,Active,30-045-35669,BETONNIE TSOSIE WASH UNIT #720H,"DJR OPERATING, LLC",36.172551,-107.660067,DJR - Betonnie Tsosie Wash Unit A03-2208,O&G-Production Facility,283.0,36.172468,-107.660066,8.49,13.78,48.78,0.62,,Yes,1
776,Arianna Espinoza,39211,PRN20190001,8527,Notice of Intent ,DJR Operating LLC - NM,DJR - Nageezi Unit M30-2308,2019-10-10 09:23:00,,,11/9/2019 0:00,11/9/2019 0:00,2019-11-07 13:55:00,,,,2019-10-21 00:00:00,Active,30-045-35649,NAGEEZI UNIT #627H,"DJR OPERATING, LLC",36.281184,-107.73053999999999,DJR - Nageezi Unit M30-2308,O&G-Production Facility,82.0,36.281184,-107.73054,6.93,10.66,22.07,,,Yes,1
777,Arianna Espinoza,39211,PRN20190001,8527,Notice of Intent ,DJR Operating LLC - NM,DJR - Nageezi Unit M30-2308,2019-10-10 09:23:00,,,11/9/2019 0:00,11/9/2019 0:00,2019-11-07 13:55:00,,,,2019-10-22 00:00:00,Active,30-045-35650,NAGEEZI UNIT #628H,"DJR OPERATING, LLC",36.281264,-107.73051399999999,DJR - Nageezi Unit M30-2308,O&G-Production Facility,82.0,36.281184,-107.73054,6.93,10.66,22.07,,,Yes,1
